filename,model,task,filter_type,initial_score,final_score,initial_loss,final_loss,dd_pass,dd_time,initial_program,final_program,initial_tokens,final_tokens,len_initial_tokens,len_final_tokens,len_minimal_tokens,len_initial_chars,len_final_chars,len_minimal_chars,per_removed_chars,per_removed_tokens,attn_nodes,final_nodes,common_nodes,len_attn_nodes,len_final_nodes,len_common_nodes,per_common_tokens,ground_truth
L1_setRimColor_1.txt,code2vec,METHOD_NAME,char_correct,1.0,0.4423,0.0001,2.0526,"{'n_total': 302, 'n_valid': 56, 'n_correct': 21}",166.464552,public void setRimColor(int rimColor) { this.rimColor = rimColor; setupPaints(); if (!isSpinning) { invalidate(); } },d setRimColor(i rimColor){if(ng){e();}},"['public', 'void', 'setRimColor', '(', 'int', 'rimColor', ')', '{', 'this', '.', 'rimColor', '=', 'rimColor', ';', 'setupPaints', '(', ')', ';', 'if', '(', '!', 'isSpinning', ')', '{', 'invalidate', '(', ')', ';', '}', '}']","['d', 'setRimColor', '(', 'i', 'rimColor', ')', '{', 'if', '(', 'ng', ')', '{', 'e', '(', ')', ';', '}', '}']",30,18,6,117,39,17,78.0,50.0,,,,-1,-1,-1,-1,True
L2_equals_1.txt,code2vec,METHOD_NAME,char_correct,0.9999,1.0,0.0002,0.0,"{'n_total': 617, 'n_valid': 61, 'n_correct': 52}",188.509002,"@Override public boolean equals(Object o) { if (this == o) return true; if (!(o instanceof SplineWaypoint)) return false; if (!super.equals(o)) return false; SplineWaypoint that = (SplineWaypoint) o; return Double.compare(that.delay, delay) == 0; }",n equals(t o){(t);if(!(o instanceof p))(t);return(y)==0;},"['@', 'Override', 'public', 'boolean', 'equals', '(', 'Object', 'o', ')', '{', 'if', '(', 'this', '==', 'o', ')', 'return', 'true', ';', 'if', '(', '!', '(', 'o', 'instanceof', 'SplineWaypoint', ')', ')', 'return', 'false', ';', 'if', '(', '!', 'super', '.', 'equals', '(', 'o', ')', ')', 'return', 'false', ';', 'SplineWaypoint', 'that', '=', '(', 'SplineWaypoint', ')', 'o', ';', 'return', 'Double', '.', 'compare', '(', 'that', '.', 'delay', ',', 'delay', ')', '==', '0', ';', '}']","['n', 'equals', '(', 't', 'o', ')', '{', '(', 't', ')', ';', 'if', '(', '!', '(', 'o', 'instanceof', 'p', ')', ')', '(', 't', ')', ';', 'return', '(', 'y', ')', '==', '0', ';', '}']",67,32,6,248,57,12,80.9322033898305,57.377049180327866,,,,-1,-1,-1,-1,True
L3_run_1.txt,code2vec,METHOD_NAME,char_correct,0.9955,0.6639,0.0055,0.6452,"{'n_total': 300, 'n_valid': 45, 'n_correct': 26}",124.237695,@Override public void run() { try { TestClient client = new TestClient(); client.doHttp10Request(); } catch (Exception x) { } },@c void run(){try{t();}catch(n x){}},"['@', 'Override', 'public', 'void', 'run', '(', ')', '{', 'try', '{', 'TestClient', 'client', '=', 'new', 'TestClient', '(', ')', ';', 'client', '.', 'doHttp10Request', '(', ')', ';', '}', 'catch', '(', 'Exception', 'x', ')', '{', '}', '}']","['@', 'c', 'void', 'run', '(', ')', '{', 'try', '{', 't', '(', ')', ';', '}', 'catch', '(', 'n', 'x', ')', '{', '}', '}']",33,22,6,127,36,9,77.11864406779661,40.74074074074074,,,,-1,-1,-1,-1,True
L4_getValue_1.txt,code2vec,METHOD_NAME,char_correct,0.9687,0.2838,0.0415,1.9839,"{'n_total': 563, 'n_valid': 116, 'n_correct': 39}",325.346121,"@Override public Object getValue(EvaluationContext ctx) throws ELException { Object obj0 = this.children[0].getValue(ctx); Boolean b0 = coerceToBoolean(obj0, true); return this.children[((b0.booleanValue() ? 1 : 2))].getValue(ctx); }",@c ject getValue(E c)throws ELException{t j=thi[((b?1:2))].l();},"['@', 'Override', 'public', 'Object', 'getValue', '(', 'EvaluationContext', 'ctx', ')', 'throws', 'ELException', '{', 'Object', 'obj0', '=', 'this', '.', 'children', '[', '0', ']', '.', 'getValue', '(', 'ctx', ')', ';', 'Boolean', 'b0', '=', 'coerceToBoolean', '(', 'obj0', ',', 'true', ')', ';', 'return', 'this', '.', 'children', '[', '(', '(', 'b0', '.', 'booleanValue', '(', ')', '?', '1', ':', '2', ')', ')', ']', '.', 'getValue', '(', 'ctx', ')', ';', '}']","['@', 'c', 'ject', 'getValue', '(', 'E', 'c', ')', 'throws', 'ELException', '{', 't', 'j', '=', 'thi', '[', '(', '(', 'b', '?', '1', ':', '2', ')', ')', ']', '.', 'l', '(', ')', ';', '}']",63,32,6,233,64,14,77.1689497716895,54.385964912280706,,,,-1,-1,-1,-1,True
L5_unpack_1.txt,code2vec,METHOD_NAME,char_correct,0.9926,0.9998,0.0078,0.0003,"{'n_total': 199, 'n_valid': 46, 'n_correct': 16}",124.571663,public void unpack(MAVLinkPayload payload) { payload.resetIndex(); this.target_system = payload.getUnsignedByte(); this.target_component = payload.getUnsignedByte(); this.cmd_id = payload.getUnsignedByte(); },d unpack(MAVLinkPayload a){e();},"['public', 'void', 'unpack', '(', 'MAVLinkPayload', 'payload', ')', '{', 'payload', '.', 'resetIndex', '(', ')', ';', 'this', '.', 'target_system', '=', 'payload', '.', 'getUnsignedByte', '(', ')', ';', 'this', '.', 'target_component', '=', 'payload', '.', 'getUnsignedByte', '(', ')', ';', 'this', '.', 'cmd_id', '=', 'payload', '.', 'getUnsignedByte', '(', ')', ';', '}']","['d', 'unpack', '(', 'MAVLinkPayload', 'a', ')', '{', 'e', '(', ')', ';', '}']",45,12,6,208,32,12,89.79591836734694,84.61538461538461,,,,-1,-1,-1,-1,True
L6_getIdBytes_1.txt,code2vec,METHOD_NAME,char_correct,0.9999,0.5339,0.0002,2.2173,"{'n_total': 766, 'n_valid': 140, 'n_correct': 53}",395.447333,public com.google.protobuf.ByteString getIdBytes() { java.lang.Object ref = id_; if (ref instanceof String) { com.google.protobuf.ByteString b = com.google.protobuf.ByteString.copyFromUtf8((java.lang.String) ref); id_ = b; return b; } else { return (com.google.protobuf.ByteString) ref; } },g getIdBytes(){if(r instanceof t){copyFromUtf((g));}else{return(cng);}},"['public', 'com', '.', 'google', '.', 'protobuf', '.', 'ByteString', 'getIdBytes', '(', ')', '{', 'java', '.', 'lang', '.', 'Object', 'ref', '=', 'id_', ';', 'if', '(', 'ref', 'instanceof', 'String', ')', '{', 'com', '.', 'google', '.', 'protobuf', '.', 'ByteString', 'b', '=', 'com', '.', 'google', '.', 'protobuf', '.', 'ByteString', '.', 'copyFromUtf8', '(', '(', 'java', '.', 'lang', '.', 'String', ')', 'ref', ')', ';', 'id_', '=', 'b', ';', 'return', 'b', ';', '}', 'else', '{', 'return', '(', 'com', '.', 'google', '.', 'protobuf', '.', 'ByteString', ')', 'ref', ';', '}', '}']","['g', 'getIdBytes', '(', ')', '{', 'if', '(', 'r', 'instanceof', 't', ')', '{', 'copyFromUtf', '(', '(', 'g', ')', ')', ';', '}', 'else', '{', 'return', '(', 'cng', ')', ';', '}', '}']",81,29,6,290,71,16,79.92700729927007,69.33333333333334,,,,-1,-1,-1,-1,True
L7_registerChildren_1.txt,code2vec,METHOD_NAME,char_correct,0.9998,0.7995,0.0002,0.2447,"{'n_total': 338, 'n_valid': 67, 'n_correct': 22}",203.139278,"protected void registerChildren() { super.registerChildren(); registerChild(PROPERTY_ATTRIBUTE, AMPropertySheet.class); ptModel.registerChildren(this); propertySheetModel.registerChildren(this); }",d registerChildren(){(s).registerChildren();},"['protected', 'void', 'registerChildren', '(', ')', '{', 'super', '.', 'registerChildren', '(', ')', ';', 'registerChild', '(', 'PROPERTY_ATTRIBUTE', ',', 'AMPropertySheet', '.', 'class', ')', ';', 'ptModel', '.', 'registerChildren', '(', 'this', ')', ';', 'propertySheetModel', '.', 'registerChildren', '(', 'this', ')', ';', '}']","['d', 'registerChildren', '(', ')', '{', '(', 's', ')', '.', 'registerChildren', '(', ')', ';', '}']",36,14,6,196,45,22,86.7816091954023,73.33333333333333,,,,-1,-1,-1,-1,True
L8_setNamespace_1.txt,code2vec,METHOD_NAME,char_correct,0.961,0.4553,0.0509,0.93,"{'n_total': 483, 'n_valid': 77, 'n_correct': 37}",228.32771,"public void setNamespace(java.lang.String value) throws SAML2Exception { if (!mutable) { throw new SAML2Exception(SAML2SDKUtils.bundle.getString(""objectImmutable"")); } namespace = value; }",d setNamespace(j a)throws n{if(e){(g());}namespace=ve;},"['public', 'void', 'setNamespace', '(', 'java', '.', 'lang', '.', 'String', 'value', ')', 'throws', 'SAML2Exception', '{', 'if', '(', '!', 'mutable', ')', '{', 'throw', 'new', 'SAML2Exception', '(', 'SAML2SDKUtils', '.', 'bundle', '.', 'getString', '(', '""objectImmutable""', ')', ')', ';', '}', 'namespace', '=', 'value', ';', '}']","['d', 'setNamespace', '(', 'j', 'a', ')', 'throws', 'n', '{', 'if', '(', 'e', ')', '{', '(', 'g', '(', ')', ')', ';', '}', 'namespace', '=', 've', ';', '}']",40,26,6,188,55,18,78.23529411764706,41.17647058823529,,,,-1,-1,-1,-1,True
L9_onScrollChanged_1.txt,code2vec,METHOD_NAME,char_correct,0.9994,0.9204,0.0006,0.1789,"{'n_total': 375, 'n_valid': 57, 'n_correct': 30}",170.580813,"@Override protected void onScrollChanged(int l, int t, int oldl, int oldt) { super.onScrollChanged(l, t, oldl, oldt); if (mScrollListener != null) { mScrollListener.onScroll(oldt, t); } }",d onScrollChanged(t o){ScrollChanged();if(S){(o);}},"['@', 'Override', 'protected', 'void', 'onScrollChanged', '(', 'int', 'l', ',', 'int', 't', ',', 'int', 'oldl', ',', 'int', 'oldt', ')', '{', 'super', '.', 'onScrollChanged', '(', 'l', ',', 't', ',', 'oldl', ',', 'oldt', ')', ';', 'if', '(', 'mScrollListener', '!=', 'null', ')', '{', 'mScrollListener', '.', 'onScroll', '(', 'oldt', ',', 't', ')', ';', '}', '}']","['d', 'onScrollChanged', '(', 't', 'o', ')', '{', 'ScrollChanged', '(', ')', ';', 'if', '(', 'S', ')', '{', '(', 'o', ')', ';', '}', '}']",50,22,6,187,51,21,81.92771084337349,63.63636363636363,,,,-1,-1,-1,-1,True
L10_getMember_1.txt,code2vec,METHOD_NAME,char_correct,0.9911,0.2749,0.0143,1.9621,"{'n_total': 386, 'n_valid': 76, 'n_correct': 32}",216.516059,public Member getMember(String arg0) { if (site != null) { return site.getMember(arg0); } throw new UnsupportedOperationException(); },r getMember(ng a){if(l){ur.getMember(a);}},"['public', 'Member', 'getMember', '(', 'String', 'arg0', ')', '{', 'if', '(', 'site', '!=', 'null', ')', '{', 'return', 'site', '.', 'getMember', '(', 'arg0', ')', ';', '}', 'throw', 'new', 'UnsupportedOperationException', '(', ')', ';', '}']","['r', 'getMember', '(', 'ng', 'a', ')', '{', 'if', '(', 'l', ')', '{', 'ur', '.', 'getMember', '(', 'a', ')', ';', '}', '}']",31,21,6,134,42,15,77.31092436974791,40.0,,,,-1,-1,-1,-1,True
